seed,outpostX,outpostZ,treasureX,treasureZ285755773804266093,192,-224,169,-231
473781058246984301,192,-224,169,-231
552875526702678637,192,-224,169,-231
567793700468343405,192,-224,169,-231
862779476061110893,192,-224,169,-231
997043039952093805,192,-224,169,-231
1024064637716316781,192,-224,169,-231
1172120475466121837,192,-224,169,-231
1225882196017857133,192,-224,169,-231
1240237419830100589,192,-224,169,-231
1441773503154930285,192,-224,169,-231
1467950675989021293,192,-224,169,-231
1952369110908060269,192,-224,169,-231
1965035484860039789,192,-224,169,-231
1991212657694130797,192,-224,169,-231
2072277450986799725,192,-224,169,-231
2366700276626145901,192,-224,169,-231
2394003349367079533,192,-224,169,-231
2556414410929128045,192,-224,169,-231
2569362259857818221,192,-224,169,-231
2595820907668619885,192,-224,169,-231
2663656377055887981,192,-224,169,-231
2676322751007867501,192,-224,169,-231
2757950494253957741,192,-224,169,-231
2851118711545184877,192,-224,169,-231
2932183504837853805,192,-224,169,-231
2946538728650097261,192,-224,169,-231
3040269895894745709,192,-224,169,-231
3093750141469770349,192,-224,169,-231
3148074811974926957,192,-224,169,-231
3199866207689687661,192,-224,169,-231
3349610895299756653,192,-224,169,-231
3375225118180426349,192,-224,169,-231
3416883414733603437,192,-224,169,-231
3482185609330475629,192,-224,169,-231
3509488682071409261,192,-224,169,-231
4048231787495604845,192,-224,169,-231
4275100618724393581,192,-224,169,-231
4301559266535195245,192,-224,169,-231
4316477440300860013,192,-224,169,-231
4381779634897732205,192,-224,169,-231
4584160143152693869,192,-224,169,-231
4799207025359635053,192,-224,169,-231
4892656717627572845,192,-224,169,-231
4961336611944972909,192,-224,169,-231
4974284460873663085,192,-224,169,-231
5042119930260931181,192,-224,169,-231
5067452678164890221,192,-224,169,-231
5565100436989330029,192,-224,169,-231
5901463034158563949,192,-224,169,-231
6372089195218780781,192,-224,169,-231
6426132390747226733,192,-224,169,-231
6452309563581317741,192,-224,169,-231
6464412987579875949,192,-224,169,-231
6464975937533297261,192,-224,169,-231
6531685507013722733,192,-224,169,-231
6585728702542168685,192,-224,169,-231
6692689193692217965,192,-224,169,-231
6695222468482613869,192,-224,169,-231
6734347490245395053,192,-224,169,-231
7271401745809326701,192,-224,169,-231
7326289366267904621,192,-224,169,-231
7446479181323354733,192,-224,169,-231
7528106924569444973,192,-224,169,-231
7552595247543272045,192,-224,169,-231
7566668996378804845,192,-224,169,-231
7729080057940853357,192,-224,169,-231
7781997353562456685,192,-224,169,-231
7850114297926435437,192,-224,169,-231
7875728520807105133,192,-224,169,-231
7982689011957154413,192,-224,169,-231
8037295157439021677,192,-224,169,-231
8037858107392442989,192,-224,169,-231
8089930978083914349,192,-224,169,-231
8105130626826289773,192,-224,169,-231
8172966096213557869,192,-224,169,-231
9004161702440125037,192,-224,169,-231
-9214869115110505875,192,-224,169,-231
-9011362706948701587,192,-224,169,-231
-8985185534114610579,192,-224,169,-231
-8783367975813070227,192,-224,169,-231
-8729606255261334931,192,-224,169,-231
-8703992032380665235,192,-224,169,-231
-8702303182520401299,192,-224,169,-231
-8486974825336749459,192,-224,169,-231
-8475152876314901907,192,-224,169,-231
-8407317406927633811,192,-224,169,-231
-8392962183115390355,192,-224,169,-231
-8365940585351167379,192,-224,169,-231
-8125279480263556499,192,-224,169,-231
-8059132860736552339,192,-224,169,-231
-7883773950245813651,192,-224,169,-231
-7871107576293834131,192,-224,169,-231
-7870826101317123475,192,-224,169,-231
-7494494057454976403,192,-224,169,-231
-7454806085738773907,192,-224,169,-231
-7399918465280195987,192,-224,169,-231
-7398511090396642707,192,-224,169,-231
-7278039800364481939,192,-224,169,-231
-7010075622535937427,192,-224,169,-231
-7009794147559226771,192,-224,169,-231
-6956595376960912787,192,-224,169,-231
-6956032427007491475,192,-224,169,-231
-6742674394660814227,192,-224,169,-231
-6675401875226967443,192,-224,169,-231
-6608410830769831315,192,-224,169,-231
-6499198539806096787,192,-224,169,-231
-6486532165854117267,192,-224,169,-231
-6431363070418828691,192,-224,169,-231
-6406874747445001619,192,-224,169,-231
-6190983440307928467,192,-224,169,-231
-6164806267473837459,192,-224,169,-231
-6002395205911788947,192,-224,169,-231
-5976499508054408595,192,-224,169,-231
-5935967111408074131,192,-224,169,-231
-5922456312525962643,192,-224,169,-231
-5908101088713719187,192,-224,169,-231
-5733586603153112467,192,-224,169,-231
-5128696878201912723,192,-224,169,-231
-5102519705367821715,192,-224,169,-231
-5102238230391111059,192,-224,169,-231
-5089290381462420883,192,-224,169,-231
-5075216632626888083,192,-224,169,-231
-5061705833744776595,192,-224,169,-231
-5035247185933974931,192,-224,169,-231
-4953619442687884691,192,-224,169,-231
-4927442269853793683,192,-224,169,-231
-4899857722136149395,192,-224,169,-231
-4767564483082141075,192,-224,169,-231
-4551673175945067923,192,-224,169,-231
-4539006801993088403,192,-224,169,-231
-4241487751609925011,192,-224,169,-231
-4215592053752544659,192,-224,169,-231
-4202925679800565139,192,-224,169,-231
-3946501976017157523,192,-224,169,-231
-3732862468693769619,192,-224,169,-231
-3731455093810216339,192,-224,169,-231
