2128674818358493,160,-144,137,-183
424341139884342493,160,-144,137,-183
486265634760686813,160,-144,137,-183
963365720285248733,160,-144,137,-183
992357642886446301,160,-144,137,-183
1097347809199520989,160,-144,137,-183
1609350791836204253,160,-144,137,-183
1953594688353336541,160,-144,137,-183
1991312335232564445,160,-144,137,-183
2035503906576137437,160,-144,137,-183
2111502150288014557,160,-144,137,-183
2133175723494735069,160,-144,137,-183
2202700042742267101,160,-144,137,-183
2394665976858934493,160,-144,137,-183
2638986256643783901,160,-144,137,-183
2774657195418320093,160,-144,137,-183
2853470188897303773,160,-144,137,-183
3182232961695349981,160,-144,137,-183
3547868956442492125,160,-144,137,-183
3588682828065537245,160,-144,137,-183
3730264741350997213,160,-144,137,-183
3919415925700558045,160,-144,137,-183
4075071587821550813,160,-144,137,-183
4240578874127416541,160,-144,137,-183
4624229267384040669,160,-144,137,-183
4712330935094475997,160,-144,137,-183
4826046825685581021,160,-144,137,-183
5133698975230328029,160,-144,137,-183
5157342873274023133,160,-144,137,-183
5224333917731159261,160,-144,137,-183
5612487910615153885,160,-144,137,-183
5659494231725833437,160,-144,137,-183
5747595899436268765,160,-144,137,-183
5975027680618478813,160,-144,137,-183
6103098795021827293,160,-144,137,-183
6213718460869115101,160,-144,137,-183
6291124079464545501,160,-144,137,-183
6475771664186735837,160,-144,137,-183
6867866306744679645,160,-144,137,-183
7044351117142260957,160,-144,137,-183
7206762178704309469,160,-144,137,-183
7213517578145365213,160,-144,137,-183
7377617489567677661,160,-144,137,-183
7487111255508122845,160,-144,137,-183
7599419771215674589,160,-144,137,-183
7668381140509785309,160,-144,137,-183
7778156381426941149,160,-144,137,-183
8512243120688331997,160,-144,137,-183
8679439256854461661,160,-144,137,-183
8798221697026358493,160,-144,137,-183
9068156199691877597,160,-144,137,-183
9109533021268344029,160,-144,137,-183
-9108934846328865571,160,-144,137,-183
-8761876200044626723,160,-144,137,-183
-8722188228328424227,160,-144,137,-183
-8693477780703937315,160,-144,137,-183
-8622546086572852003,160,-144,137,-183
-7798105879787340579,160,-144,137,-183
-7563355749210653475,160,-144,137,-183
-7396441088021234467,160,-144,137,-183
-7301584020869743395,160,-144,137,-183
-7279910447663022883,160,-144,137,-183
-7275406848035652387,160,-144,137,-183
-7180268305907450659,160,-144,137,-183
-7147898683585725219,160,-144,137,-183
-7142269184051512099,160,-144,137,-183
-6911741178125484835,160,-144,137,-183
-6645747325133914915,160,-144,137,-183
-6265756106574529315,160,-144,137,-183
-6190883762769494819,160,-144,137,-183
-5685917654550577955,160,-144,137,-183
-5670718005808202531,160,-144,137,-183
-5492544345550357283,160,-144,137,-183
-5421612651419271971,160,-144,137,-183
-5385302379423597347,160,-144,137,-183
-5377139605098988323,160,-144,137,-183
-5263423714507883299,160,-144,137,-183
-4991800361982100259,160,-144,137,-183
-4939727491290628899,160,-144,137,-183
-4827700450559787811,160,-144,137,-183
-4799834427865432867,160,-144,137,-183
-4394510461402088227,160,-144,137,-183
-3955972447686886179,160,-144,137,-183
-3955409497733464867,160,-144,137,-183
-3704896768460981027,160,-144,137,-183
-3618483950610809635,160,-144,137,-183
-3543611606805775139,160,-144,137,-183
-3412444267658609443,160,-144,137,-183
-3089592469371487011,160,-144,137,-183
-3001209326684341027,160,-144,137,-183
-2881582461582312227,160,-144,137,-183
-2031528031916131107,160,-144,137,-183
-2012950683453227811,160,-144,137,-183
-1663077287401882403,160,-144,137,-183
-1326151740279227171,160,-144,137,-183
-1222005998896284451,160,-144,137,-183
-896620925818766115,160,-144,137,-183
-771646036159234851,160,-144,137,-183
-612612674317714211,160,-144,137,-183
-544495729953735459,160,-144,137,-183
-342115221698773795,160,-144,137,-183
-326915572956398371,160,-144,137,-183
-216295907109110563,160,-144,137,-183
-109053940982350627,160,-144,137,-183
-88224792705762083,160,-144,137,-183
140099929974360876,112,-208,105,-231
554712570669157164,112,-208,105,-231
1016613007451343660,112,-208,105,-231
1401670775591521068,112,-208,105,-231
1637546806075050796,112,-208,105,-231
1641205980772289324,112,-208,105,-231
1734655673040227116,112,-208,105,-231
1754358921409973036,112,-208,105,-231
2022604574215228204,112,-208,105,-231
2032456198400101164,112,-208,105,-231
2351930296966695724,112,-208,105,-231
3258279721975008044,112,-208,105,-231
3879213520598715180,112,-208,105,-231
3972663212866652972,112,-208,105,-231
4240908865671908140,112,-208,105,-231
4589937836793121580,112,-208,105,-231
4593597011490360108,112,-208,105,-231
4725608775567657772,112,-208,105,-231
6559699723814292268,112,-208,105,-231
6569551347999165228,112,-208,105,-231
7203151520574851884,112,-208,105,-231
7442686725755620140,112,-208,105,-231
7458730799428127532,112,-208,105,-231
7678562756239149868,112,-208,105,-231
8050109725497215788,112,-208,105,-231
8063620524379327276,112,-208,105,-231
8694405947187907372,112,-208,105,-231
